sig_ident,sig_nom_normalise,sig_num_dl,sig_pdc_perfo,sig_source_tg,sig_type_tg,sig_code_cell_am,sig_code_cell_av,sig_tag_tg,sig_commune,sig_nom_sig,sig_type_pdc,sig_statut_mes,sig_type_telegestion,sig_type_compteur,sig_marque_compteur,sig_modele_compteur,sig_marque_datalogger,sig_modele_datalogger,sig_geometry_wkt,sig_gps_x,sig_gps_y
CPT-6571,STAVELOT HOCKAI R DEP MONT R,DL3754,O,Hockai_SP_CM_FT003.F.PV,TGW,55109180,S00217801-B01,Hockai_SP_CM_FT003.F.PV,STAVELOT,STAVELOT HOCKAI SP DEP MONT R,Production,EN SERVICE,TGW,INCONNU,INCONNU,INCONNU,,,POINT ZM (765799.1013000011 631149.9560000002 0 nan),6.000359536540274,50.47957464299125
CPT-6639,MALMEDY AISANCE D ARIMONT R ARRIVEE,DL4977,O,DL4977_1,TRD,S00198801-B02,55302932,MALMEDY_CM_FT048,MALMEDY,MALMEDY AISANCE ARIMONT R ARR BAGATELLE,Production,EN SERVICE,TRD,COMPTEUR,ITRON,FLOSTAR,SOFREL,LS42,POINT ZM (771103.6966999993 623868.5625 0 nan),6.072711056441582,50.41305174608826
CPT-6661,VIELSALM BECHE SALMCHAT,DL0146,O,Z004059FT3,TGC,55102835,S00230501-B01,VIELSALM_CM_FT065,VIELSALM,VIELSALM BECHE SALMCHAT,Production,EN SERVICE,TGC,INCONNU,INCONNU,INCONNU,,,POINT ZM (759842.3740999997 607132.0934000015 0 nan),5.909386686919696,50.26484370242778
CPT-6662,WAIMES ANDRIFOSSE ARR SP LAC,DL2852,O,Andrifosse_ST_CM_FT001.F.PV,TGW,S00231601-B01,55302401,Andrifosse_ST_CM_FT001.F.PV,WAIMES,WAIMES ANDRIFOSSE ST ARR LAC SP,Production,EN SERVICE,TGW,INCONNU,INCONNU,INCONNU,,,POINT ZM (774795.2833999991 629899.9908000007 0 nan),6.126655497045607,50.466483769402416
CPT-6687,ST VITH LOMMERSWEILER R DEP VILLAGE,DL2851,O,Lommersweil_R_CM_FT002.F.PV,TGW,55302457,S00221101-B01,Lommersweil_R_CM_FT002.F.PV,SAINT VITH,ST VITH LOMMERSWEILER R DEP VILLAGE,Production,EN SERVICE,TGW,INCONNU,INCONNU,INCONNU,,,POINT ZM (778095.0239999965 605375.6444000006 0 nan),6.164721491109383,50.24534837099153
CPT-6703,STAVELOT CIRCUIT R DEP VILLAGE,DL5922,N,A000194FT3,TGC,S00217101-B01,S00217101-B01,,,,None,,,,,,,,POINT ZM (762981.490199998 627651.1737999991 0 nan),5.959607833847964,50.44867978493284
CPT-595,VIELSALM FRAITURE R FILTRATION FT5,DL5883,N,,TGC,Unknown,S00228401-B01,,,,None,,,,,,,,POINT ZM (748164.8536999971 604897.9703000002 0 nan),5.745043098480587,50.24683708045917
CPT-877,JALHAY HOURT R DECHARGE,DL6678,N,Z004054FT3,TGC,Unknown,S00229401-B01,,,,None,,,,,,,,POINT ZM (759964.6921999976 612993.9945 0 nan),5.912822092874478,50.3175109187904
CPT-1398,ST VITH SETZ VENTE RODGEN ,DL5187,O,DL5187_1,TRD,Unknown,42500569,SAINT_VITH_CM_FT006,SAINT VITH,ST VITH SETZ VENTE RODGEN ,Vente,EN SERVICE,TRD,COMPTEUR,ITRON,FLOSTAR,SOFREL,DL4W-S,POINT ZM (780598.1599999964 608174.9376000017 0 nan),6.200778213394235,50.26995542216278
CPT-1646,WAIMES RTE BOUHEMONT GD VEN AC WAIMES,DL5897,N,,NONE,Unknown,55302403,,,,None,,,,,,,,POINT ZM (774765.0349000022 624411.2034999989 0 nan),6.124391786636951,50.417157968068125
CPT-1674,ST VITH VENTE PRUMER BERG,DL5180,O,DL5180_1,TRD,Unknown,42500508,SAINT_VITH_CM_FT008,SAINT VITH,ST VITH VENTE PRUMER BERG,Vente,EN SERVICE,TRD,COMPTEUR,ITRON,FLOSTAR,SOFREL,DL4W-S,POINT ZM (777266.3253000006 609023.4996000007 0 nan),6.154342772242875,50.27831568151757
CPT-2560,WAIMES RTE BOUHEMONT PT VEN AC WAIMES,DL6360,N,,NONE,Unknown,55302403,,,,None,,,,,,,,POINT ZM (774765.3347999975 624411.8335000016 0 nan),6.124396216020816,50.41716356633141
CPT-2564,WAIMES CHAMPAGNE SP FILTRE IN OUT,DL6658,N,,NONE,Unknown,S00231801-B01,,,,None,,,,,,,,POINT ZM (775384.0588999987 626750.0824000016 0 nan),6.1338860124192625,50.4380467828522
CPT-2578,VIELSALM GOLONFA R LAVAGE DECHARGE,DL6676,N,,NONE,Unknown,S00228501-B01,,,,None,,,,,,,,POINT ZM (760532.6724999994 611168.5133999996 0 nan),5.9202567191538025,50.30099539125972
CPT-3129,ST VITH LOMMERSWEILER R EAU SERVICE,DL6712,N,,NONE,Unknown,42500570,,,,None,,,,,,,,POINT ZM (778095.3237000033 605378.3143999986 0 nan),6.16472660184469,50.24537230326181
CPT-3971,VIELSALM WEZ DES POURCEAUX R SECOUR FRAITURE,DL0152,O,DL0152_1,TRD,55/7/3/001-55/7/6/003,55102839,VIELSALM_CM_FT060,VIELSALM,VIELSALM WEZ DES POURCEAUX R SECOURS FRAITURE,Production,EN SERVICE,TRD,DEBITMETRE,SIEMENS,MAG8000,SOFREL,LS42,POINT ZM (749478.2449000031 605044.2589000016 0 nan),5.763493057205358,50.247930228781556
CPT-4005,VIELSALM FRAITURE SP DEP FRAITURE ST,DL5207,O,Fraiture_SP_CM_FT003.F.PV,TGW,42500572,S00228401-B02,Fraiture_SP_CM_FT003.F.PV,VIELSALM,VIELSALM FRAITURE SP DEP FRAITURE ST,Production,EN SERVICE,TGW,INCONNU,INCONNU,INCONNU,,,POINT ZM (748151.6920000017 605771.8794 0 nan),5.745087273281334,50.254694876051175
CPT-4234,STAVELOT ROUTE TROIS PONTS VENTE,DL5927,N,,,Unknown,55103165,,,,None,,,,,,,,POINT ZM (758472.8813999966 619727.0828999989 0 nan),5.8938333004727355,50.37831048007974
CPT-4782,ST VITH SETZ VENTE ALVERSTEG,DL5192,O,DL5187_3,TRD,Unknown,42500569,SAINT_VITH_CM_FT007,SAINT VITH,ST VITH SETZ VENTE ALVERSTEG,Vente,EN SERVICE,TRD,COMPTEUR,ELSTER,INCONNU,SOFREL,DL4W-S,POINT ZM (780597.2801000029 608174.1774999984 0 nan),6.200765610106862,50.26994878671227
CPT-4805,VIELSALM GOSSOIN R DECHARGE DRAIN 2 BYPASS,DL5148,N,Z004060FT5,TGC,Unknown,S00228901-B01,,,,None,,,,,,,,POINT ZM (761463.6163000017 609147.6715999991 0 nan),5.93271992711607,50.28265431112344
CPT-5021,STAVELOT RENARDMONT HETCHERAY P,DL5851,N,Renardmont_SP_CM_FT001.F.PV,TGW,50/5/4/003,S00218501-B01,,,,None,,,,,,,,POINT ZM (759561.2246999964 621674.2087000012 0 nan),5.909702982122943,50.39560896735588
CPT-5882,STAVELOT RIVAGE HAUT R DEP DEPRESSEUX,DL5954,N,,NONE,55109904,S00218801-B01,,,,None,,,,,,,,POINT ZM (763587.3699999973 625020.1616999991 0 nan),5.967334513413561,50.42491383472744
CPT-5916,VIELSALM GOLONFA DEP SUN PARK,DL5881,N,Golonfa_R_CM_FT005,TGW,55109918,S00228501-B01,,,,None,,,,,,,,POINT ZM (760537.4227000028 611166.1939999983 0 nan),5.920322696234916,50.3009736454047
CPT-6467,VIELSALM GOSSOIN R DECHARGE DRAIN 1,DL5147,N,Z004060FT4,TGC,Unknown,S00228901-B01,,,,None,,,,,,,,POINT ZM (761467.0561999977 609148.5219999999 0 nan),5.932768434714299,50.28266129963517
