SAP_TPLNR,SAP_TPLMA,SAP_TPLKZ,SAP_FLTYP,SAP_PLTXT,SAP_Z_TAG_WW,SAP_Z_DL_ASSOCIE
S00142101,,ZPRTG,P,FLÉCHÈRE CE,,
S00142201,,ZPRTG,P,FLEURUS A.I.E.,,
S00143001,,ZPRTG,P,FOURBECHIES CE,,
S00143301,,ZPRTG,P,FROMIÉE,,
S00143501,,ZPRTG,P,GAY CE,,
S00143701,,ZPRTG,P,GILLY,,
S00143801,,ZPRTG,P,GOSSELIES CE,,
S00143901,,ZPRTG,P,GOUTROUX,,
S00144001,,ZPRTG,P,GOUY-LEZ-PIÉTON CE,,
S00144101,,ZPRTG,P,GOZÉE CE,,
S00144301,,ZPRTG,P,HAM  CAMPAGNE RÉSERVOIR,,
S00144401,,ZPRTG,P,HAM CIMETIÈRE RÉS,,
S00144501,,ZPRTG,P,HAMION,,
S00144701,,ZPRTG,P,HEPPIGNIES CE,,
S00145001,,ZPRTG,P,HOYAS CV,,
S00145101,,ZPRTG,P,HYMIÉE (PUITS),,
S00145301,,ZPRTG,P,JAMIOULX,,
S00145801,,ZPRTG,P,JEMEPPE,,
S00145901,,ZPRTG,P,JEMEPPE SURPRESSEUR,,
S00146301,,ZPRTG,P,JUSTICE CHÂTELET,,
S00146401,,ZPRTG,P,KEUMIÉE,,
S00147801,,ZPRTG,P,LES VIOLETTES CE,,
S00147901,,ZPRTG,P,LIBERCHIES CE,,
S00148001,,ZPRTG,P,LOBBES CE,,
S00148101,,ZPRTG,P,LODELINSART CE,,
S00148201,,ZPRTG,P,LOVERVAL,,
S00148401,,ZPRTG,P,MALADES,,
S00148501,,ZPRTG,P,MAMMOUTH PUITS,,
S00148601,,ZPRTG,P,MARBAIX,,
S00148701,,ZPRTG,P,MARBRIER CAPTAGE SP,,
S00148801,,ZPRTG,P,MARCHIENNE,,
S00149501,,ZPRTG,P,MELLET,,
S00149701,,ZPRTG,P,MOIGNELÉE,,
S00150001,,ZPRTG,P,MONCEAU,,
S00150301,,ZPRTG,P,MONT-ST-CHRISTOPHE,,
S00150401,,ZPRTG,P,MONT-ST-CHRISTOPHE P1,,
S00150402,,ZPRTG,P,MONT-ST-CHRISTOPHE P3,,
S00150501,,ZPRTG,P,MORIALMÉ,,
S00150601,,ZPRTG,P,MORNIMONT RABOT SP,,
S00150701,,ZPRTG,P,MORNIMONT ZONING SP,,
S00150801,,ZPRTG,P,MOUSTIER PC,,
S00150901,,ZPRTG,P,NALINNES CE,,
S00151501,,ZPRTG,P,LOBBES ND CHARMES,,
S00151601,,ZPRTG,P,NOUVEAUX CERISIERS,,
S00152001,,ZPRTG,P,ONOZ,,
S00152101,,ZPRTG,P,ORET CABINE,,
S00152401,,ZPRTG,P,PANAMA,,
S00152501,,ZPRTG,P,PASSERELLE CV,,
S00152601,,ZPRTG,P,PAVILLON DE JONCTION,,
S00152901,,ZPRTG,P,PONT CROTÉ,,
S00153001,,ZPRTG,P,PONT-À-CELLES CE,,
S00153201,,ZPRTG,P,PRESLES BS,,
S00153301,,ZPRTG,P,PRY,,
S00153601,,ZPRTG,P,RAMBOUX,,
S00153701,,ZPRTG,P,RANSART CE,,
S00153901,,ZPRTG,P,RÊVES,,
S00154401,,ZPRTG,P,SAINTE-ANNE,,
S00154601,,ZPRTG,P,SARTIAUX,,
S00155101,,ZPRTG,P,SOLRE-SAINT-GÉRY,,
S00155201,,ZPRTG,P,SOMBREFFE CE,,
S00155301,,ZPRTG,P,SPY  CE,,
S00155501,,ZPRTG,P,STAVE CAPTAGE,,
S00155601,,ZPRTG,P,STRÉE,,
S00155701,,ZPRTG,P,SYLVAIN PIRMEZ,,
S00155801,,ZPRTG,P,TAILLANDIERS,,
S00155901,,ZPRTG,P,TAMINES SURPRESSEUR,,
S00156001,,ZPRTG,P,THIMÉON,,
S00156101,,ZPRTG,P,THIRIMONT,,
S00156201,,ZPRTG,P,THUIN CE (DEMI-LUNE),,
S00156501,,ZPRTG,P,TRAZEGNIES CE,,
S00156801,,ZPRTG,P,VELAINE P4,,
S00156901,,ZPRTG,P,VERT BOIS CV,,
S00157001,,ZPRTG,P,VIESVILLE 1,,
S00157101,,ZPRTG,P,VIESVILLE PUITS 2-3,,
S00157201,,ZPRTG,P,VIESVILLE CE,,
S00157602,,ZPRTG,P,VILLERS PERWIN T B4,,
S00157603,,ZPRTG,P,VILLERS PERWIN T B5,,
S00157604,,ZPRTG,P,VILLERS PERWIN T B6,,
S00157605,,ZPRTG,P,VILLERS PERWIN T C1,,
S00157606,,ZPRTG,P,VILLERS PERWIN T C2,,
S00157610,,ZPRTG,P,VILLERS PERWIN B1,,
S00157701,,ZPRTG,P,VILLERS-POTERIE CE,,
S00157901,,ZPRTG,P,VOGENÉE,,
S00158001,,ZPRTG,P,WAIBES RÉSERVOIR,,
S00158101,,ZPRTG,P,WALCOURT P1,,
S00158301,,ZPRTG,P,WARMONCEAU CE,,
S00158401,,ZPRTG,P,CHARLEROI CE,,
S00158601,,ZPRTG,P,YVES-GOMEZÉE G1,,
S00158701,,ZPRTG,P,YVES-GOMEZÉE G2,,
S00162001,,ZPRTG,P,LT RY DE ROME,,
S00163301,,ZPRTG,P,LABO FLEURUS,,
S00164001,,ZPRTG,P,SOYE LT,,
S00165701,,ZPRTG,P,FLORIFFOUX UP,,
S00165801,,ZPRTG,P,FRANIÈRE UP P1 GLACIÈRE,,
S00170501,,ZPRTG,P,FRANIÈRE LT R60+SP DEMINCHE,,
S00170601,,ZPRTG,P,FLOREFFE LT R+SP+HT MATERNE,,
S00170602,,ZPRTG,P,FLOREFFE LT R140+SP MARLAIRE,,
S00174701,,ZPRTG,P,FLEURUS NVX CE,,
S00175001,,ZPRTG,P,ROBERSART CV,,
S00175101,,ZPRTG,P,NEUFVILLES P2 BAJENRIEUX,,
S00275601,,ZPRTG,P,LE ROUX AIE P1,,
S00277301,,ZPRTG,P,YVES GOMEZEE RV/ST/SP,,
S00134901,,ZPRTG,P,BEUZET CE,,
S00143601,,ZPRTG,P,GEMBLOUX CE,,
S00145401,,ZPRTG,P,JANDRAIN CAPTAGE (Pisseaumont),,
S00145501,,ZPRTG,P,JANDRAIN CE,,
S00145601,,ZPRTG,P,JANDRAIN SP,,
S00145701,,ZPRTG,P,TOMBALE CE,,
S00146001,,ZPRTG,P,JODOIGNE BOIS CAILLOUX,,
S00146101,,ZPRTG,P,JODOIGNE CE,,
S00146201,,ZPRTG,P,JODOIGNE S LARIVIÈRE,,
S00147001,,ZPRTG,P,LATHUY CE,,
S00147101,,ZPRTG,P,LE GRAND  ROSIÉRE,,
S00147601,,ZPRTG,P,BOSSIERE G1 LES ISNES HT,,
S00147701,,ZPRTG,P,LES ISNES ZONNING SP,,
S00149301,,ZPRTG,P,MAZY NORD HYDROPHORE,,
S00149401,,ZPRTG,P,MAZY SUD HYDROPHORE,,
S00149601,,ZPRTG,P,MELLIN SP,,
S00149801,,ZPRTG,P,MOLEMBAIS SP,,
S00150101,,ZPRTG,P,MONT ST ANDRÉ,,
S00154301,,ZPRTG,P,SAINT JEAN GEEST SP,,
S00155401,,ZPRTG,P,SPY -SAUCIN,,
S00156401,,ZPRTG,P,TOURINNES CE,,
S00158201,,ZPRTG,P,WALHAIN BOOSTER SP,,
S00168201,,ZPRTG,P,FRANC WARET,,
S00168301,,ZPRTG,P,EGHEZÉE LT CE500 WARET LCH,,
S00151701,,ZPRTG,P,OIGNIES,,
S00151901,,ZPRTG,P,OLLOY K2,,
S00170902,,ZPRTG,P,OHEY LT T SURPR. HAILLOT,,
S00173901,,ZPRTG,P,HANNUT,,
S00174101,,ZPRTG,P,HANNUT AVIN,,
S00174201,,ZPRTG,P,HANNUT GRAND-HALLET,,
S00174401,,ZPRTG,P,HANNUT TROGNEE,,
S00174601,,ZPRTG,P,ORP-JAUCHE JANDRAIN,,
S00164601,,ZPRTG,P,CAMPAGNE UP,,
S00164801,,ZPRTG,P,SALUMONT UP T P1,,
S00164802,,ZPRTG,P,SALUMONT UP T P5,,
S00165001,,ZPRTG,P,TAMIZON UP,,
S00165101,,ZPRTG,P,BIRON UP,,
S00175301,,ZPRTG,P,GRAND LEEZ ACHAT VIVAQUA,,
S00165301,,ZPRTG,P,THYNES UP,,
S00175801,,ZPRTG,P,INCOURT CE,,
S00176701,,ZPRTG,P,ANDENNE HAUTES COMMUNES T,,
S00165901,,ZPRTG,P,HOUYOUX UP T E1+SP HOÛTE,,
S00177401,,ZPRTG,P,ANDENNE SCLAIGNEAUX T,,
S00177601,,ZPRTG,P,ANDENNE SEI,,
S00166101,,ZPRTG,P,PAR DELÀ UP T R200+SP ECARLATE,,
S00178101,,ZPRTG,P,ANDENNE VEZIN T,,
S00178301,,ZPRTG,P,ANDENNE VEZIN MOUCHE NOIR T,,
S00178401,,ZPRTG,P,AUBEL HAGEL,,
S00166501,,ZPRTG,P,BEEZ-MLD UP PUITS STSP+CHT BEEZ MLD,,
S00178501,,ZPRTG,P,AUBEL LA CL,,
S00178601,,ZPRTG,P,AUBEL MAGIS,,
S00178701,,ZPRTG,P,AUBEL MAISO,,
S00178901,,ZPRTG,P,AYWAILLE AMBLEVE CHERA,,
S00179001,,ZPRTG,P,AYWAILLE CHALET,,
S00179101,,ZPRTG,P,AYWAILLE CHEZY ERMITRY,,
S00179201,,ZPRTG,P,AYWAILLE ERNONHEID VILLA,,
S00179301,,ZPRTG,P,AYWAILLE HARZE CE1,,
S00179401,,ZPRTG,P,AYWAILLE HARZE MONT,,
S00179501,,ZPRTG,P,AYWAILLE HAUTREGARD,,
S00179801,,ZPRTG,P,AYWAILLE KIN SP1/H,,
S00180001,,ZPRTG,P,AYWAILLE MARTINRIVE,,
S00180101,,ZPRTG,P,AYWAILLE NONCEVEUX BAS,,
S00180201,,ZPRTG,P,AYWAILLE NONCEVEUX HAUT,,
S00180301,,ZPRTG,P,AYWAILLE PIERSAY,,
S00180601,,ZPRTG,P,AYWAILLE SECHEVAL,,
S00180701,,ZPRTG,P,AYWAILLE SEPTROUX,,
S00181001,,ZPRTG,P,AYWAILLE ZEYS,,
S00181301,,ZPRTG,P,BAELEN HOEVEL,,
S00181501,,ZPRTG,P,BAELEN MISE,,
S00181701,,ZPRTG,P,BASSENGE BAS SLINS SP/ST/R40/P,,
S00181901,,ZPRTG,P,BASSENGE EBEN EMAEL T SP/P1,,
S00167801,,ZPRTG,P,DOISCHE LT R200+HY NIVERLEE,,
S00181902,,ZPRTG,P,BASSENGE EBEN EMAEL  T R110,,
S00182001,,ZPRTG,P,BASSENGE GL,,
S00182201,,ZPRTG,P,BASSENGE PE,,
S00168401,,ZPRTG,P,NAMUR LT BOMEL GERMINAL SP+R25+PC,,
S00182701,,ZPRTG,P,BLEGNY ST ANDRE LONEUX,,
S00183101,,ZPRTG,P,CRISNEE FIZ,,
S00183701,,ZPRTG,P,DALHEM FELI,,
S00184001,,ZPRTG,P,DALHEM NEUF,,
S00184101,,ZPRTG,P,DISON ANDRI,,
S00185301,,ZPRTG,P,ENGIS NIHARMONT,,
S00185401,,ZPRTG,P,ENGIS NOUVE,,
S00185701,,ZPRTG,P,ENGIS SART,,
S00185801,,ZPRTG,P,EUPEN BARRA,,
S00186301,,ZPRTG,P,EUPEN KETTENIS,,
S00186401,,ZPRTG,P,EUPEN MONTJ,,
S00186501,,ZPRTG,P,EUPEN PANOR,,
S00187201,,ZPRTG,P,FAIMES BORL,,
S00189501,,ZPRTG,P,FOURON ST JEAN-SART,,
S00189701,,ZPRTG,P,G-HOLLOGNE,,
S00168701,,ZPRTG,P,BOUGE LT T R100 BARAQUE,,
S00168702,,ZPRTG,P,BOUGE LT T COMPT ATTOUT,,
S00168703,,ZPRTG,P,BOUGE LT T CE300 CHAMPION,,
S00168704,,ZPRTG,P,BOUGE LT T R4000+CHT+SP+PC,,
S00168706,,ZPRTG,P,BOUGE BAS DELHAIZE QM,,
S00168708,,ZPRTG,P,BOUGE BAS SECOURS ST LUC QM,,
S00168709,,ZPRTG,P,NAMUR A. PROCES QM,,
S00168711,,ZPRTG,P,NAMUR AV ALBERT PREMIER PC,,
S00168713,,ZPRTG,P,BOUGE T ACHAT VIVAQUA CIBE DAUSSSOULX CV,,
S00169001,,ZPRTG,P,WANCENNES LT T R50,,
S00169002,,ZPRTG,P,WANCENNES LT T SUP,,
S00190701,,ZPRTG,P,HERON,,
S00169201,,ZPRTG,P,CALVAIRE LT,,
S00190801,,ZPRTG,P,HERON COUTH,,
S00190901,,ZPRTG,P,HERSTAL HAUTS-SARTS CE1000,,
S00191001,,ZPRTG,P,HERSTAL HAU,,
S00191101,,ZPRTG,P,HERSTAL LIE,,
S00169601,,ZPRTG,P,CINEY LT T R1000 TERSOIT,,
S00191201,,ZPRTG,P,HERSTAL MILMORT CE100,,
S00169602,,ZPRTG,P,CINEY LT T R85 CONGO,,
S00169701,,ZPRTG,P,CRUPET LT T R100+SP,,
S00169702,,ZPRTG,P,CRUPET LT T R40 HAUT,,
S00191301,,ZPRTG,P,HERVE,,
S00191401,,ZPRTG,P,HERVE (DALH,,
S00169901,,ZPRTG,P,DINANT LT,,
S00170101,,ZPRTG,P,SORINNES LT,,
S00191501,,ZPRTG,P,HERVE BATTI,,
S00170201,,ZPRTG,P,DINANT C LT,,
S00191801,,ZPRTG,P,HERVE CERFO,,
S00191901,,ZPRTG,P,HERVE CHAIN,,
S00192001,,ZPRTG,P,HERVE CHARN,,
S00192101,,ZPRTG,P,HERVE FAFCH,,
S00192201,,ZPRTG,P,HERVE HORWA,,
S00193101,,ZPRTG,P,HERVE STOKI,,
S00193501,,ZPRTG,P,JALHAY BANSIONS,,
S00193701,,ZPRTG,P,JALHAY BELHEID,,
S00170801,,ZPRTG,P,GESVES LT T HY MOZET,,
S00193801,,ZPRTG,P,JALHAY CHARNEUX,,
S00194001,,ZPRTG,P,JALHAY CRAMA,,
S00194201,,ZPRTG,P,JALHAY FOYR,,
S00194301,,ZPRTG,P,JALHAY HAUT NIVEZE,,
S00170802,,ZPRTG,P,GESVES LT T R50 LABAS,,
S00170803,,ZPRTG,P,GESVES LT T R100 MONT-STEMARIE,,
S00194401,,ZPRTG,P,JALHAY COKAIFAGNE,,
S00170804,,ZPRTG,P,GESVES LT T SURPRESSEUR MOZET,,
S00194701,,ZPRTG,P,JALHAY NIVEZE,,
S00195101,,ZPRTG,P,JALHAY POLLEUR VENNES,,
S00195401,,ZPRTG,P,JALHAY SARPAI,,
S00195501,,ZPRTG,P,JALHAY SOLWASTER,,
S00195601,,ZPRTG,P,JALHAY SURISTER,,
S00195701,,ZPRTG,P,JALHAY TIEGE,,
S00171001,,ZPRTG,P,HASTIÈRE LT T R180 BONSOY (R1),,
S00171002,,ZPRTG,P,HASTIÈRE LT T R350+H BONSOY KANGOU,,
S00171003,,ZPRTG,P,HASTIÈRE LT T SU BLAIMONT,,
S00195801,,ZPRTG,P,JUPRELLE PA,,
S00196001,,ZPRTG,P,LIERNEUX AMCOMONT,,
S00171101,,ZPRTG,P,ARBRE LT T CE100 LESVE,,
S00196101,,ZPRTG,P,LIERNEUX ARBREFONTAINE,,
S00171102,,ZPRTG,P,ARBRE LT T R15 FALMAGNE,,
S00171103,,ZPRTG,P,ARBRE LT T R15+SP RIVIÈRE1,,
S00171104,,ZPRTG,P,ARBRE LT T R15+SP RIVIÈRE2,,
S00196201,,ZPRTG,P,LIERNEUX BANEUX,,
S00171105,,ZPRTG,P,ARBRE LT T R200 FERME D'ENHAUT,,
S00171106,,ZPRTG,P,ARBRE LT 7 MEUSES CUVES HYDRO T,,
S00196701,,ZPRTG,P,LIERNEUX BRA VILLAGE,,
S00196801,,ZPRTG,P,LIERNEUX BRA VILLETTE,,
S00196901,,ZPRTG,P,LIERNEUX FANGE COLAS,,
S00171401,,ZPRTG,P,HOUYET LT T R100 CIERGNON R6,,
S00171402,,ZPRTG,P,HOUYET LT T R100 R2,,
S00197201,,ZPRTG,P,LIERNEUX GRAND SART,,
S00197301,,ZPRTG,P,LIERNEUX JEVIGNE,,
S00171404,,ZPRTG,P,HOUYET LT T R50 SU VER R3,,
S00171406,,ZPRTG,P,HOUYET LT T RCP15 GENDRON,,
S00197401,,ZPRTG,P,LIERNEUX TRIXHEUF. T R80/SP/ST/R,,
S00171601,,ZPRTG,P,ST MARC LT T CE50 SAINT MARC,,
S00171602,,ZPRTG,P,ST MARC LT T SP SAINT-MARC,,
S00171603,,ZPRTG,P,ST MARC LT R2700,,
S00171701,,ZPRTG,P,LOYERS LT R20 LIVES R5,,
S00197501,,ZPRTG,P,LIERNEUX TROU DE BRA,,
S00197601,,ZPRTG,P,LIERNEUX VERLEUMONT,,
S00197701,,ZPRTG,P,LIMBOURG GOE,,
S00171801,,ZPRTG,P,WÉPION LT R550+SP JONCS,,
S00198801,,ZPRTG,P,MALMEDY AISANCE ARIMONT P1 ST+R120,,
S00198901,,ZPRTG,P,MALMEDY AL GOFE,,
S00171901,,ZPRTG,P,YVOIR LT HY GODINNE TRYS-TIENNE DE MONT,,
S00171902,,ZPRTG,P,YVOIR LT T R50+SP NIERSANT,,
S00171903,,ZPRTG,P,YVOIR LT T R50+SP CHARREAU,,
S00171904,,ZPRTG,P,YVOIR LT T R20+SP BLOCQMONT,,
S00171905,,ZPRTG,P,YVOIR LT T R+SP LAIRBOIS,,
S00171906,,ZPRTG,P,YVOIR LT T R25 BLOCQMONT,,
S00171907,,ZPRTG,P,YVOIR LT T R100+SP RY D'AOUT,,
S00171908,,ZPRTG,P,YVOIR LT T R65+SP PURNODE,,
S00171909,,ZPRTG,P,YVOIR LT T RCP5 LUCHELET,,
S00171910,,ZPRTG,P,YVOIR LT T SP SPONTIN BOCQ,,
S00171911,,ZPRTG,P,YVOIR LT T SP TRICOINTE,,
S00171912,,ZPRTG,P,YVOIR LT T SURPR. LAUNOIS,,
S00171913,,ZPRTG,P,YVOIR LT T SURPR. QUESVAL,,
S00171914,,ZPRTG,P,YVOIR LT T CE EVREHAILLES,,
S00171915,,ZPRTG,P,YVOIR LT  T CE DORINNE,,
S00171916,,ZPRTG,P,YVOIR LT T R1500 CHENE A L'IMAGE,,
S00171917,,ZPRTG,P,YVOIR LT T GAYOLLE SURP,,
S00172601,,ZPRTG,P,GEMECHENNE LT T CHT+SP+PC,,
S00202201,,ZPRTG,P,MALMEDY RECULEMONT,,
S00172701,,ZPRTG,P,LISOGNE LT SU,,
S00202401,,ZPRTG,P,MALMEDY TAHON,,
S00202601,,ZPRTG,P,MALMEDY WARCHENNE,,
S00172801,,ZPRTG,P,THYNES LT,,
S00202801,,ZPRTG,P,MALMEDY XHOFFRAIX,,
S00172901,,ZPRTG,P,HERBUCHENNE LT,,
S00203201,,ZPRTG,P,MANHAY VAUX CHAVANNE,,
S00173101,,ZPRTG,P,PONT D'AMOUR LT,,
S00203301,,ZPRTG,P,NEUPRE CHEV,,
S00203401,,ZPRTG,P,NEUPRE FINE,,
S00203501,,ZPRTG,P,NEUPRE GRAN,,
S00173601,,ZPRTG,P,TASSENIÈRE LT,,
S00203601,,ZPRTG,P,NEUPRE NEUV,,
S00203801,,ZPRTG,P,NEUPRE ROTH,,
S00203901,,ZPRTG,P,OLNE CHINCHOTTE,,
S00204101,,ZPRTG,P,OLNE LA BOUTEILLE,,
S00204201,,ZPRTG,P,OLNE SAINT,,
S00187401,,ZPRTG,P,FERRIERES CHERHALE,,
S00204801,,ZPRTG,P,OUPEYE,,
S00204901,,ZPRTG,P,OUPEYE HACC,,
S00205001,,ZPRTG,P,OUPEYE HAUT,,
S00187601,,ZPRTG,P,FERRIERES ERNONHEID,,
S00205101,,ZPRTG,P,OUPEYE HERM,,
S00205201,,ZPRTG,P,OUPEYE HOUT,,
S00205301,,ZPRTG,P,OUPEYE VIVEGNIS CE 50 T,,
S00205401,,ZPRTG,P,PEPINSTER CHABOTTE T ST/R200,,
S00205501,,ZPRTG,P,PEPINSTER CHALSECHE T RCP30,,
S00205801,,ZPRTG,P,PEPINSTER CROMHAISSE T CE65,,
S00206001,,ZPRTG,P,PEPINSTER GOFFONTAINE T RCP28,,
S00206101,,ZPRTG,P,PEPINSTER GRAND FONTAINE T G/R,,
S00206301,,ZPRTG,P,PEPINSTER H,,
S00206401,,ZPRTG,P,PEPINSTER N.D'AGUESSES,,
S00206701,,ZPRTG,P,PEPINSTER P,,
S00207301,,ZPRTG,P,PEPINSTER R,,
S00207401,,ZPRTG,P,PEPINSTER S,,
S00207501,,ZPRTG,P,PEPINSTER V,,
S00208001,,ZPRTG,P,PLOMBIERES HOMBOURG T RCP25,,
S00208301,,ZPRTG,P,PLOMBIERES MONTZEN T R1500,,
S00208401,,ZPRTG,P,PLOMBIERES R.COULE  QM VAH,,
S00208601,,ZPRTG,P,PLOMBIERES VAALS T SP1/R2X75,,
S00209001,,ZPRTG,P,PLOMBIERES WINDT T RCP30,,
S00209201,,ZPRTG,P,RAEREN ALCA,,
S00209501,,ZPRTG,P,RAEREN EYNA,,
S00209801,,ZPRTG,P,RAEREN HAUS,,
S00210201,,ZPRTG,P,RAEREN ROET,,
S00210501,,ZPRTG,P,REMICOURT T P1,,
S00210502,,ZPRTG,P,REMICOURT,,
S00210601,,ZPRTG,P,SOUMAGNE AR,,
S00210901,,ZPRTG,P,SOUMAGNE ME,,
S00211101,,ZPRTG,P,SOUMAGNE VO,,
S00211201,,ZPRTG,P,SPA BELHEID,,
S00211301,,ZPRTG,P,SPA BOVIERE BARISART,,
S00240101,,ZPRTG,P,ORTHO,,
S00211401,,ZPRTG,P,SPA CREPPE,,
S00211501,,ZPRTG,P,SPA FAWTAY,,
S00211601,,ZPRTG,P,SPA HEID-FANARD,,
S00211701,,ZPRTG,P,SPA HOCTAISART,,
S00211801,,ZPRTG,P,SPA LA FRAINEUSE=CREPPE RT,,
S00211901,,ZPRTG,P,SPA MALCHAMPS,,
S00241001,,ZPRTG,P,WIBRIN ANCIEN,,
S00212001,,ZPRTG,P,SPA MAMBAYE,,
S00212101,,ZPRTG,P,SPA SAUVENIERE,,
S00241801,,ZPRTG,P,BURET T CE100,,
S00241802,,ZPRTG,P,BURET T R40+SP,,
S00213101,,ZPRTG,P,SPRIMONT DOLEMBREUX CE120,,
S00213102,,ZPRTG,P,SPRIMONT DOLEMBREUX P3,,
S00242201,,ZPRTG,P,VISSOULE,,
S00242401,,ZPRTG,P,LATOUR  T ST+R2500+SP,,
S00242402,,ZPRTG,P,LATOUR  T R4000,,
S00242403,,ZPRTG,P,LATOUR  T P1,,
S00242404,,ZPRTG,P,LATOUR  T P2,,
S00242405,,ZPRTG,P,LATOUR  T P3,,
S00243001,,ZPRTG,P,BERCHEUX T R+ST+SP,,
S00243002,,ZPRTG,P,BERCHEUX T R135,,
S00243101,,ZPRTG,P,MORHET,,
S00243301,,ZPRTG,P,VAUX-SUR-SÛRE T PRÉPOMPAGE R,,
S00243302,,ZPRTG,P,VAUX-SUR-SÛRE T R50+SP,,
S00243303,,ZPRTG,P,VAUX-SUR-SÛRE T R,,
S00216001,,ZPRTG,P,STAVELOT AYWEFATS,,
S00216101,,ZPRTG,P,STAVELOT BARONHEID,,
S00216301,,ZPRTG,P,STAVELOT BOOSTER 3-PONTS,,
S00216601,,ZPRTG,P,STAVELOT COO BIESTER,,
S00216701,,ZPRTG,P,STAVELOT COO CASCADE NEW,,
S00216801,,ZPRTG,P,STAVELOT BIESTER TH. COO SU,,
S00217101,,ZPRTG,P,STAVELOT FRAN.CIRCUIT,,
S00244501,,ZPRTG,P,DURBUY,,
S00217601,,ZPRTG,P,STAVELOT GRANDPREZ,,
S00217701,,ZPRTG,P,STAVELOT HAUTE LEVÉE,,
S00217801,,ZPRTG,P,STAVELOT HOCKAI,,
S00245101,,ZPRTG,P,CHÊNE À HAN T RCP,,
S00217901,,ZPRTG,P,STAVELOT HOUVEGNEZ,,
S00218101,,ZPRTG,P,STAVELOT LODOMEZ,,
S00218501,,ZPRTG,P,STAVELOT RENARDMONT T,,
S00218801,,ZPRTG,P,STAVELOT RIVAGE HAUT,,
S00218901,,ZPRTG,P,STAVELOT RIVAGE MOYEN,,
S00219301,,ZPRTG,P,STAVELOT S/ WERIMONT,,
S00247001,,ZPRTG,P,VIEUX FOURNEAU,,
S00219401,,ZPRTG,P,STAVELOT STOKEU BAS,,
S00219501,,ZPRTG,P,STAVELOT SOMAGNE HAUT,,
S00220501,,ZPRTG,P,ST-GEORGES T R560,,
S00220701,,ZPRTG,P,ST-GEORGES THIER RIGA T RCP40,,
S00247401,,ZPRTG,P,MORMONT,,
S00247601,,ZPRTG,P,SOY,,
S00247701,,ZPRTG,P,AMONINES,,
S00222501,,ZPRTG,P,THIMISTER L,,
S00222701,,ZPRTG,P,VERLAINE BO,,
S00249302,,ZPRTG,P,GERNY T R1 200,,
S00223601,,ZPRTG,P,VERVIERS CH,,
S00249303,,ZPRTG,P,GERNY T R2 400,,
S00224401,,ZPRTG,P,VERVIERS HALLEUR,,
S00224501,,ZPRTG,P,VERVIERS HOUCKAYE,,
S00224601,,ZPRTG,P,VERVIERS MALEMPRE,,
S00224801,,ZPRTG,P,VERVIERS PE,,
S00250701,,ZPRTG,P,NASSOGNE SWDE,,
S00252401,,ZPRTG,P,HAUT FAYS TR CE35+S,,
S00252402,,ZPRTG,P,HAUT FAYS T R50+SP,,
S00254001,,ZPRTG,P,LA MARLIÈRE,,
S00230901,,ZPRTG,P,VILLERS,,
S00231001,,ZPRTG,P,VILLERS CAT CE1000 / ANC,,
S00255001,,ZPRTG,P,WARDIN T SP,,
S00255002,,ZPRTG,P,WARDIN T R30,,
S00231101,,ZPRTG,P,VILLERS HAL,,
S00231401,,ZPRTG,P,VISE DES AL,,
S00256101,,ZPRTG,P,TILLET GÉRIMONT,,
S00231701,,ZPRTG,P,WAIMES BOTRANGE,,
S00256602,,ZPRTG,P,LT ANL ORTHO - LUZERY BERTOGNE SALLE CV,,
S00256901,,ZPRTG,P,COMPOGNE,,
S00257101,,ZPRTG,P,FLAMISOULE,,
S00257401,,ZPRTG,P,THIBESSART T P2,,
S00257402,,ZPRTG,P,THIBESSART T P3,,
S00231801,,ZPRTG,P,WAIMES CHAMPAGNE,,
S00257501,,ZPRTG,P,NEUFCHATEAU T ST,,
S00257502,,ZPRTG,P,NEUFCHATEAU R1000,,
S00232101,,ZPRTG,P,WAIMES ROBERT. LAC,,
S00257503,,ZPRTG,P,NEUFCHATEAU CALVAIRE SP,,
S00257504,,ZPRTG,P,NEUFCHATEAU T SEMEL P1,,
S00232201,,ZPRTG,P,WAIMES SOURBRODT-P.COM,,
S00232301,,ZPRTG,P,WANZE ANTHE,,
S00232401,,ZPRTG,P,WANZE BAS-O,,
S00232501,,ZPRTG,P,WANZE LES P,,
S00232601,,ZPRTG,P,WANZE MARNE,,
S00259101,,ZPRTG,P,AUBY T R,,
S00259102,,ZPRTG,P,BERTRIX AUBY NVELLE CV,,
S00232701,,ZPRTG,P,WANZE MOHA,,
S00259501,,ZPRTG,P,ROSSART T LONGUEFEU R90/SP,,
S00259502,,ZPRTG,P,ROSSART T R140/SU,,
S00259801,,ZPRTG,P,FONDS DES SAULX T PRÉPOMPAGE 1,,
S00259802,,ZPRTG,P,FONDS DES SAULX T PRÉPOMPAGE 2,,
S00259803,,ZPRTG,P,FONDS DES SAULX T R2000+SP,,
S00259901,,ZPRTG,P,CHASSEPIERRE BARRIÈRE,,
S00260001,,ZPRTG,P,CHASSEPIERRE BAVIÈRE,,
S00233101,,ZPRTG,P,WANZE WANZO,,
S00260003,,ZPRTG,P,FLORENVILLE CHASSEPIERRE PC,,
S00260101,,ZPRTG,P,CHASSEPIERRE,,
S00233201,,ZPRTG,P,WAREMME,,
S00233301,,ZPRTG,P,WAREMME BOVENIST CAMPAGNE T P3,,
