SAP_TPLNR,SAP_TPLMA,SAP_TPLKZ,SAP_FLTYP,SAP_PLTXT,SAP_Z_TAG_WW,SAP_Z_DL_ASSOCIE
S05091-B05,S05091,ZOBBR,S,Hannut Route de Wavre,,
S05091-B06,S05091,ZOBBR,S,Hannut Rue de Landen,,
S05091-B08,S05091,ZOBBR,S,Hannut Rue de Lens-Saint-Servais,,
S05091-B09,S05091,ZOBBR,S,Hannut Rue de Lincent,,
S05091-B10,S05091,ZOBBR,S,Hannut Rue de Namur,,
S05091-B11,S05091,ZOBBR,S,Hannut Rue de Villers branche sud,,
S05091-B12,S05091,ZOBBR,S,Hannut Rue de Villers branche nord,,
S05091-B13,S05091,ZOBBR,S,Hannut Rue du Warichet,,
S05091-B14,S05091,ZOBBR,S,Hannut Rue Lambert Mottart,,
S05091-B15,S05091,ZOBBR,S,Hannut Rue Neuve,,
S05091-B16,S05091,ZOBBR,S,Hannut Rue Tige de Moxhe,,
S05092-B02,S05092,ZOBBR,S,Braives Rue Grande,,
S05094-B03,S05094,ZOBBR,S,Braine-l'Alleud Rue Armand De Moor,,
S05094-B04,S05094,ZOBBR,S,Braine-l'Alleud Rue de Hal,,
S05095-B03,S05095,ZOBBR,S,Ecaussinnes Rue de l'Avedelle,,
S05095-B04,S05095,ZOBBR,S,Ecaussinnes Rue des Places,,
S05095-B05,S05095,ZOBBR,S,Ecaussinnes Rue d'Henripont,,
S05095-B06,S05095,ZOBBR,S,Ecaussinnes Rue Thiarmont,,
S05096-B07,S05096,ZOBBR,S,Floreffe Rue de Floriffoux,,
S05097-B03,S05097,ZOBBR,S,Gembloux Chaussée de Charleroi,,
S05097-B04,S05097,ZOBBR,S,Gembloux Chaussée de Namur,,
S05097-B05,S05097,ZOBBR,S,Gembloux Chemin Château de Golzinnes,,
S05097-B06,S05097,ZOBBR,S,Gembloux Rue de la Polissoire,,
S05097-B07,S05097,ZOBBR,S,Gembloux Rue de Mazy,,
S05097-B08,S05097,ZOBBR,S,Gembloux Rue de Penteville,,
S05097-B09,S05097,ZOBBR,S,Gembloux Rue des Résistants,,
S05097-B10,S05097,ZOBBR,S,Gembloux Rue Louis Enckels,,
S05097-B11,S05097,ZOBBR,S,Gembloux Rue Saucin,,
S05098-B03,S05098,ZOBBR,S,Ittre Rue de Clabecq,,
S05098-B04,S05098,ZOBBR,S,Ittre Rue de Haut-Ittre,,
S05098-B05,S05098,ZOBBR,S,Ittre Rue de Huleu,,
S05098-B06,S05098,ZOBBR,S,Ittre Rue de la Ferme du Pré,,
S05098-B07,S05098,ZOBBR,S,Ittre Rue de Tubize oisquercq,,
S05098-B08,S05098,ZOBBR,S,Ittre Rue de Tubize virginal bas,,
S05098-B09,S05098,ZOBBR,S,Ittre Rue du Centenaire,,
S05099-B03,S05099,ZOBBR,S,Jemeppe-sur-Sambre Route de la Basse Sam,,
S05099-B04,S05099,ZOBBR,S,Jemeppe-sur-Sambre Route d'Eghezée,,
S05099-B05,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue Bodrémont,,
S05099-B06,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue Chaumont,,
S05099-B07,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue de la Centrale,,
S05099-B08,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue de la Place,,
S05099-B09,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue de la Station,,
S05099-B10,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue de la Taille,,
S05099-B11,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue de l'Aise,,
S05099-B12,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue de Temploux,,
S05099-B13,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue des Bancs,,
S05099-B14,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue des Fonds,,
S05099-B15,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue du Bas Wérichet,,
S05099-B16,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue du Baty,,
S05099-B17,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue du Trou,,
S05099-B18,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue Louis Debrouckère,,
S05099-B19,S05099,ZOBBR,S,Jemeppe-sur-Sambre Rue Van Cutsem,,
S05099-B20,S05099,ZOBBR,S,Jemeppe-sur-Sambre Trieu des Cannes,,
S05100-B02,S05100,ZOBBR,S,Nivelles Avenue Jules Mathieu,,
S05100-B03,S05100,ZOBBR,S,Nivelles Boulevard des Arbalétriers ht,,
S05100-B04,S05100,ZOBBR,S,Nivelles Chaussée de Braine-le-Comte,,
S05100-B05,S05100,ZOBBR,S,Nivelles Chaussée de Mons,,
S05100-B06,S05100,ZOBBR,S,Nivelles Chaussée de Namur,,
S05100-B07,S05100,ZOBBR,S,Nivelles Chemin Coparty,,
S05100-B08,S05100,ZOBBR,S,Nivelles Contournement Sud,,
S05100-B09,S05100,ZOBBR,S,Nivelles Place de l'Abreuvoir,,
S05100-B10,S05100,ZOBBR,S,Nivelles Place des Déportés,,
S05100-B11,S05100,ZOBBR,S,Nivelles Boulevard des Arbalétriers bas,,
S05100-B12,S05100,ZOBBR,S,Nivelles Rue des Lilas,,
S05103-B02,S05103,ZOBBR,S,Walhain Chaussée de Wavre,,
S05103-B03,S05103,ZOBBR,S,Walhain Route Provinciale,,
S05103-B04,S05103,ZOBBR,S,Walhain Rue Chèvequeue,,
S05103-B05,S05103,ZOBBR,S,Walhain Rue du Bois de Buis,,
S05103-B06,S05103,ZOBBR,S,Walhain Rue Hautbiermont,,
S05103-B07,S05103,ZOBBR,S,Walhain Rue Saint-Fromont,,
S05103-B08,S05103,ZOBBR,S,Walhain Rue Saint-Martin,,
S05122-B02,S05122,ZOBBR,S,Ramillies Rue Croix Bouvier,,
S05122-B03,S05122,ZOBBR,S,Ramillies Rue de Folx-les-Caves,,
S05122-B04,S05122,ZOBBR,S,Ramillies Rue de Huppaye,,
S05122-B05,S05122,ZOBBR,S,Ramillies Rue de Huppaye antenne gsm,,
S05122-B06,S05122,ZOBBR,S,Ramillies Rue de Jodoigne,,
S05122-B07,S05122,ZOBBR,S,Ramillies Rue de la Gare de Ramillies,,
S05122-B08,S05122,ZOBBR,S,Ramillies Rue Fontaine aux Corbeaux,,
S05123-B03,S05123,ZOBBR,S,Lobbes Route de Bienne,,
S05123-B04,S05123,ZOBBR,S,Lobbes Rue des Waibes,,
S05123-B05,S05123,ZOBBR,S,Lobbes Rue du Sarty,,
S05124-B02,S05124,ZOBBR,S,Orp-Jauche Chaussée de Wavre,,
S05179-B01,S05179,ZOBBR,S,Beaumont Chaussée de Chimay,,
S05179-B02,S05179,ZOBBR,S,Beaumont Chaussée de Mons,,
S05179-B03,S05179,ZOBBR,S,Beaumont Chaussée Fernand Deliège,,
S05179-B04,S05179,ZOBBR,S,Beaumont Fond du Lorroir,,
S05179-B05,S05179,ZOBBR,S,Beaumont Rue de Grandrieu,,
S05179-B06,S05179,ZOBBR,S,Beaumont Rue de la Drève,,
S05179-B07,S05179,ZOBBR,S,Beaumont Rue de Leugnies,,
S05179-B08,S05179,ZOBBR,S,Beaumont Rue Hurimont,,
S05179-B09,S05179,ZOBBR,S,Beaumont Rue Sartiaux,,
S05179-B10,S05179,ZOBBR,S,Beaumont Verte Vallée,,
S05180-B01,S05180,ZOBBR,S,Beauvechain Rue de la Liberté,,
S05180-B02,S05180,ZOBBR,S,Beauvechain Rue Duchêne,,
S05181-B01,S05181,ZOBBR,S,Cerfontaine Rue Tour Sainte-Anne,,
S05182-B01,S05182,ZOBBR,S,Chapelle-lez-Herlaimont Chaussée Romaine,,
S05182-B02,S05182,ZOBBR,S,Chapelle Rue de La Claire Fontaine,,
S05182-B03,S05182,ZOBBR,S,Chapelle-lez-Herlaimont Rue de Gouy,,
S05182-B04,S05182,ZOBBR,S,Chapelle-lez-Herlaimont Rue des Déportés,,
S05182-B05,S05182,ZOBBR,S,Chapelle-lez-Herlaimont Rue Solvay,,
S05183-B01,S05183,ZOBBR,S,Chastre Rue Ardenelle,,
S05183-B02,S05183,ZOBBR,S,Chastre Rue Gaston Delvaux,,
S05184-B07,S05184,ZOBBR,S,Erquelinnes Chemin du Halage,,
S05184-B08,S05184,ZOBBR,S,Erquelinnes Espace Eu d'Entreprises,,
S05184-B09,S05184,ZOBBR,S,Erquelinnes Rue de la Gare,,
S05184-B10,S05184,ZOBBR,S,Erquelinnes Rue du Grand Pré,,
S05185-B01,S05185,ZOBBR,S,Farciennes Rue Albert 1er,,
S05185-B02,S05185,ZOBBR,S,Farciennes Rue Albert 1er Pironchamps,,
S05185-B03,S05185,ZOBBR,S,Farciennes Rue de la Station,,
S05185-B04,S05185,ZOBBR,S,Farciennes Rue de Lambusart,,
S05185-B05,S05185,ZOBBR,S,Farciennes Rue des Ecoles,,
S05185-B06,S05185,ZOBBR,S,Farciennes Rue des Marais,,
S05185-B07,S05185,ZOBBR,S,Farciennes Rue du Louât nouveau monde,,
S05185-B08,S05185,ZOBBR,S,Farciennes Rue du Louât,,
S05185-B09,S05185,ZOBBR,S,Farciennes Rue du Terril,,
S05185-B10,S05185,ZOBBR,S,Farciennes Rue du Wainage,,
S05185-B11,S05185,ZOBBR,S,Farciennes Rue Odon Godart,,
S05186-B01,S05186,ZOBBR,S,Froidchapelle Chaussée de Beaumont,,
S05186-B02,S05186,ZOBBR,S,Froidchapelle Route de la Plate Taille,,
S05186-B03,S05186,ZOBBR,S,Froidchapelle Rue de la Ronce,,
S05186-B04,S05186,ZOBBR,S,Froidchapelle Rue d'Erpion,,
S05186-B05,S05186,ZOBBR,S,Froidchapelle Rue du Bois Brûlé,,
S05186-B06,S05186,ZOBBR,S,Froidchapelle Rue du Champ Colin,,
S05186-B07,S05186,ZOBBR,S,Froidchapelle Rue du Gouty,,
S05187-B01,S05187,ZOBBR,S,Grez-Doiceau Chaussée de Wavre,,
S05187-B02,S05187,ZOBBR,S,Grez-Doiceau Fond du Moulin,,
S05187-B03,S05187,ZOBBR,S,Grez-Doiceau Rue de la Cortaie,,
S05187-B04,S05187,ZOBBR,S,Grez-Doiceau Rue de la Ferme du Chapitre,,
S05188-B01,S05188,ZOBBR,S,Jodoigne Chaussée de Wavre,,
S05188-B02,S05188,ZOBBR,S,Jodoigne Hameau de Hussompont,,
S05188-B03,S05188,ZOBBR,S,Jodoigne Rue de la Hesserée,,
S05188-B04,S05188,ZOBBR,S,Jodoigne Rue de la Maladrerie,,
S05188-B05,S05188,ZOBBR,S,Jodoigne Rue de la Vinaudrée,,
S05188-B06,S05188,ZOBBR,S,Jodoigne Rue de Piétrain,,
S05188-B07,S05188,ZOBBR,S,Jodoigne Moulin de Genville mont a lumay,,
S05188-B08,S05188,ZOBBR,S,Jodoigne Moulin de Genville zetrud lumay,,
S05188-B09,S05188,ZOBBR,S,Jodoigne Rue Notre-Dame,,
S05188-B10,S05188,ZOBBR,S,Jodoigne Rue Pré du Pont,,
S05189-B01,S05189,ZOBBR,S,Les Bons Villers Avenue Stassart,,
S05189-B02,S05189,ZOBBR,S,Les Bons Villers Rue Albert 1er 1,,
S05189-B03,S05189,ZOBBR,S,Les Bons Villers Rue Albert 1er 2,,
S05189-B04,S05189,ZOBBR,S,Les Bons Villers Rue Auguste Sottiaux,,
S05189-B05,S05189,ZOBBR,S,Les Bons Villers Rue Edouard Lacroix,,
S05189-B06,S05189,ZOBBR,S,Les Bons Villers Rue Jules Hoebeke,,
S05189-B07,S05189,ZOBBR,S,Les Bons Villers Rue Zéphirin Flandre,,
S05190-B01,S05190,ZOBBR,S,Manage Avenue Emile Herman,,
S05190-B02,S05190,ZOBBR,S,Manage Chaussée de Mons,,
S05190-B03,S05190,ZOBBR,S,Manage Chaussée de Mons Landrecies,,
S05190-B04,S05190,ZOBBR,S,Manage Chemin Vert,,
S05190-B05,S05190,ZOBBR,S,Manage Cité Parc de Bellecourt,,
S05190-B06,S05190,ZOBBR,S,Manage Rue Arthur Trigaux,,
S05190-B07,S05190,ZOBBR,S,Manage Rue Cense de la Motte,,
S05190-B08,S05190,ZOBBR,S,Manage Rue de Belle Vue,,
S05190-B09,S05190,ZOBBR,S,Manage Rue de Bellecourt,,
S05190-B10,S05190,ZOBBR,S,Manage Rue de Binche,,
S05190-B11,S05190,ZOBBR,S,Manage Rue Delval,,
S05190-B12,S05190,ZOBBR,S,Manage Rue Dieu d'en Bas,,
S05190-B13,S05190,ZOBBR,S,Manage Rue du Caudia,,
S05190-B14,S05190,ZOBBR,S,Manage Rue Ferrer,,
S05190-B15,S05190,ZOBBR,S,Manage Rue Paul Sauvenier,,
S05190-B16,S05190,ZOBBR,S,Manage Rue Sainte-Catherine,,
S05191-B01,S05191,ZOBBR,S,Merbes-le-Château Rue des Usines,,
S05191-B02,S05191,ZOBBR,S,Merbes-le-Château Rue Edouard Huys,,
S05192-B01,S05192,ZOBBR,S,Rebecq Chaussée de la Genette,,
S05192-B02,S05192,ZOBBR,S,Rebecq Chaussée d'Enghien,,
S05192-B03,S05192,ZOBBR,S,Rebecq Chemin Millecamps,,
S05192-B04,S05192,ZOBBR,S,Rebecq Chemin Planche Quévit,,
S05192-B05,S05192,ZOBBR,S,Rebecq Route de Quenast,,
S05192-B06,S05192,ZOBBR,S,Rebecq Rue Caporal Trésignies,,
S05192-B07,S05192,ZOBBR,S,Rebecq Rue de Rebecq,,
S05192-B08,S05192,ZOBBR,S,Rebecq Rue des Cendres,,
S05193-B01,S05193,ZOBBR,S,Sivry-Rance,,
S05193-B02,S05193,ZOBBR,S,Sivry-Rance Hameau Terre des Forges,,
S05193-B03,S05193,ZOBBR,S,Sivry-Rance Plagne,,
S05193-B04,S05193,ZOBBR,S,Sivry-Rance Rue de la Verrerie,,
S05193-B05,S05193,ZOBBR,S,Sivry-Rance Ry de Fromont,,
S05193-B06,S05193,ZOBBR,S,Sivry-Rance Voies de Renlies,,
S05194-B01,S05194,ZOBBR,S,Sombreffe Chaussée de Chastre,,
S05194-B02,S05194,ZOBBR,S,Sombreffe Chaussée de Chastre gentines,,
S05194-B03,S05194,ZOBBR,S,Sombreffe Chaussée de Namur,,
S05194-B04,S05194,ZOBBR,S,Sombreffe Chaussée de Nivelles,,
S05194-B05,S05194,ZOBBR,S,Sombreffe Place Communale,,
S05194-B06,S05194,ZOBBR,S,Sombreffe Rue Ardenelle vielle maison,,
S05194-B07,S05194,ZOBBR,S,Sombreffe Rue Ardenelle,,
S05194-B08,S05194,ZOBBR,S,Sombreffe Rue des Bruyères,,
S05194-B09,S05194,ZOBBR,S,Sombreffe Rue des Pages,,
S05194-B10,S05194,ZOBBR,S,Sombreffe Rue du Docq,,
S05195-B01,S05195,ZOBBR,S,Thuin Chemin de Chambry,,
S05195-B02,S05195,ZOBBR,S,Thuin Chemin de Forestaille,,
S05195-B03,S05195,ZOBBR,S,Thuin Rue Catoire vers thuin,,
S05195-B04,S05195,ZOBBR,S,Thuin Rue Catoire vers biercee,,
S05195-B05,S05195,ZOBBR,S,Thuin Rue de Bomerée,,
S05195-B06,S05195,ZOBBR,S,Thuin Rue de Gozée,,
S05195-B07,S05195,ZOBBR,S,Thuin Rue de Marchienne,,
S05195-B08,S05195,ZOBBR,S,Thuin Rue de Thuin,,
S05195-B09,S05195,ZOBBR,S,Thuin Rue des Hirondelles,,
S05195-B10,S05195,ZOBBR,S,Thuin Rue des Nobles,,
S05195-B11,S05195,ZOBBR,S,Thuin Rue du Trou de Leers,,
S05195-B12,S05195,ZOBBR,S,Thuin Rue Jean Doye,,
S05195-B13,S05195,ZOBBR,S,Thuin Rue Léon Cauderlier,,
S05195-B14,S05195,ZOBBR,S,Thuin Rue Vandervelde,,
S05195-B15,S05195,ZOBBR,S,Thuin Rue Vandervelde bas,,
S05195-B16,S05195,ZOBBR,S,Thuin Rue Vandervelde haut,,
S05196-B01,S05196,ZOBBR,S,Wasseiges Rue de Merdorp,,
S05196-B02,S05196,ZOBBR,S,Wasseiges Sentier de la Meunerie,,
S05108-B04,S05108,ZOBBR,S,Momignies Le Fourneau d'Oise,,
S05108-B05,S05108,ZOBBR,S,Momignies Les Culots,,
S05108-B06,S05108,ZOBBR,S,Momignies Rue de la Fourchinée,,
S05149-B02,S05149,ZOBBR,S,THEUX,,
S05149-B03,S05149,ZOBBR,S,THEUX,,
S05001-B008,S05001,ZOBBR,S,LESSINES,,
S05001-B009,S05001,ZOBBR,S,LESSINES,,
S05002-B004,S05002,ZOBBR,S,BRUGELETTE,,
S05014-B03,S05014,ZOBBR,S,SILLY,,
S05014-B04,S05014,ZOBBR,S,SILLY,,
S05014-B05,S05014,ZOBBR,S,SILLY,,
S05014-B06,S05014,ZOBBR,S,SILLY,,
S05014-B07,S05014,ZOBBR,S,SILLY,,
S05015-B05,S05015,ZOBBR,S,TOURNAI,,
S05015-B06,S05015,ZOBBR,S,TOURNAI,,
S05015-B07,S05015,ZOBBR,S,TOURNAI,,
S05015-B08,S05015,ZOBBR,S,TOURNAI,,
S05015-B09,S05015,ZOBBR,S,TOURNAI,,
S05015-B10,S05015,ZOBBR,S,TOURNAI,,
S05015-B11,S05015,ZOBBR,S,TOURNAI,,
S05015-B12,S05015,ZOBBR,S,TOURNAI,,
S05015-B13,S05015,ZOBBR,S,TOURNAI,,
S05015-B14,S05015,ZOBBR,S,TOURNAI,,
S05015-B15,S05015,ZOBBR,S,TOURNAI,,
S05015-B16,S05015,ZOBBR,S,TOURNAI,,
S05015-B17,S05015,ZOBBR,S,TOURNAI,,
S05015-B18,S05015,ZOBBR,S,TOURNAI,,
S05015-B19,S05015,ZOBBR,S,TOURNAI,,
S05015-B20,S05015,ZOBBR,S,TOURNAI,,
S05015-B21,S05015,ZOBBR,S,TOURNAI,,
S05015-B22,S05015,ZOBBR,S,TOURNAI,,
S05015-B23,S05015,ZOBBR,S,TOURNAI,,
S05015-B24,S05015,ZOBBR,S,TOURNAI,,
S05015-B25,S05015,ZOBBR,S,TOURNAI,,
S05015-B26,S05015,ZOBBR,S,TOURNAI,,
S05015-B27,S05015,ZOBBR,S,TOURNAI,,
S05015-B28,S05015,ZOBBR,S,TOURNAI,,
S05015-B29,S05015,ZOBBR,S,TOURNAI,,
S05015-B30,S05015,ZOBBR,S,TOURNAI,,
S05015-B31,S05015,ZOBBR,S,TOURNAI,,
S05015-B32,S05015,ZOBBR,S,TOURNAI,,
S05015-B33,S05015,ZOBBR,S,TOURNAI,,
S05015-B34,S05015,ZOBBR,S,TOURNAI,,
S05015-B35,S05015,ZOBBR,S,TOURNAI,,
S05015-B36,S05015,ZOBBR,S,TOURNAI,,
S05015-B37,S05015,ZOBBR,S,TOURNAI,,
S05015-B38,S05015,ZOBBR,S,TOURNAI,,
S05015-B39,S05015,ZOBBR,S,TOURNAI,,
S05015-B40,S05015,ZOBBR,S,TOURNAI,,
S05015-B41,S05015,ZOBBR,S,TOURNAI,,
S05017-B17,S05017,ZOBBR,S,MONS,,
S05017-B18,S05017,ZOBBR,S,MONS,,
S05017-B19,S05017,ZOBBR,S,MONS,,
S05017-B20,S05017,ZOBBR,S,MONS,,
S05017-B21,S05017,ZOBBR,S,MONS,,
S05017-B22,S05017,ZOBBR,S,MONS,,
S05017-B23,S05017,ZOBBR,S,MONS,,
S05017-B24,S05017,ZOBBR,S,MONS,,
S05017-B25,S05017,ZOBBR,S,MONS,,
S05017-B26,S05017,ZOBBR,S,MONS,,
S05017-B27,S05017,ZOBBR,S,MONS,,
S05017-B28,S05017,ZOBBR,S,MONS,,
S05017-B29,S05017,ZOBBR,S,MONS,,
S05017-B30,S05017,ZOBBR,S,MONS,,
S05017-B31,S05017,ZOBBR,S,MONS,,
S05017-B32,S05017,ZOBBR,S,MONS,,
S05017-B33,S05017,ZOBBR,S,MONS,,
S05017-B34,S05017,ZOBBR,S,MONS,,
S05017-B35,S05017,ZOBBR,S,MONS,,
S05017-B36,S05017,ZOBBR,S,MONS,,
S05017-B37,S05017,ZOBBR,S,MONS,,
S05017-B38,S05017,ZOBBR,S,MONS,,
S05017-B39,S05017,ZOBBR,S,MONS,,
S05017-B40,S05017,ZOBBR,S,MONS,,
S05017-B41,S05017,ZOBBR,S,MONS,,
S05017-B42,S05017,ZOBBR,S,MONS,,
S05017-B43,S05017,ZOBBR,S,MONS,,
S05017-B44,S05017,ZOBBR,S,MONS,,
S05017-B45,S05017,ZOBBR,S,MONS,,
S05017-B46,S05017,ZOBBR,S,MONS,,
S05019-B01,S05019,ZOBBR,S,BOUSSU,,
S05019-B02,S05019,ZOBBR,S,BOUSSU,,
S05019-B03,S05019,ZOBBR,S,BOUSSU,,
S05019-B04,S05019,ZOBBR,S,BOUSSU,,
S05019-B05,S05019,ZOBBR,S,BOUSSU,,
S05019-B06,S05019,ZOBBR,S,BOUSSU,,
S05019-B07,S05019,ZOBBR,S,BOUSSU,,
S05019-B08,S05019,ZOBBR,S,BOUSSU,,
S05019-B09,S05019,ZOBBR,S,BOUSSU,,
S05019-B10,S05019,ZOBBR,S,BOUSSU,,
S05019-B11,S05019,ZOBBR,S,BOUSSU,,
S05019-B12,S05019,ZOBBR,S,BOUSSU,,
S05019-B13,S05019,ZOBBR,S,BOUSSU,,
S05020-B02,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B03,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B04,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B05,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B06,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B07,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B08,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B09,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B10,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B11,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B12,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B13,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B15,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B16,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B17,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B18,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B19,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B20,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B21,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B22,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B23,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B24,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B25,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B26,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B27,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B28,S05020,ZOBBR,S,LA LOUVIERE,,
S05020-B29,S05020,ZOBBR,S,LA LOUVIERE,,
S05021-B02,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B03,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B04,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B05,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B06,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B07,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B08,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B09,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05021-B10,S05021,ZOBBR,S,SAINT-GHISLAIN,,
S05022-B04,S05022,ZOBBR,S,ENGHIEN,,
S05022-B05,S05022,ZOBBR,S,ENGHIEN,,
S05022-B06,S05022,ZOBBR,S,ENGHIEN,,
S05022-B07,S05022,ZOBBR,S,ENGHIEN,,
S05022-B08,S05022,ZOBBR,S,ENGHIEN,,
S05025-B09,S05025,ZOBBR,S,ELLEZELLES,,
S05025-B10,S05025,ZOBBR,S,ELLEZELLES,,
S05026-B03,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B04,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B05,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B06,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B07,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B08,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B09,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05026-B10,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S05027-B02,S05027,ZOBBR,S,BINCHE PEPINIERE,,
S05027-B03,S05027,ZOBBR,S,BINCHE RTE MONS,,
S05027-B04,S05027,ZOBBR,S,BINCHE RUE NAMUR,,
S05027-B05,S05027,ZOBBR,S,BINCHE CHAPELETTE,,
S05027-B06,S05027,ZOBBR,S,BINCHE AGASSE,,
S05027-B07,S05027,ZOBBR,S,BINCHE RTE CHARLEROI,,
S05027-B08,S05027,ZOBBR,S,BINCHE ALLENDE,,
S05027-B09,S05027,ZOBBR,S,BINCHE INDUSTRIE,,
S05027-B10,S05027,ZOBBR,S,BINCHE MERBES,,
S05028-B03,S05028,ZOBBR,S,SENEFFE,,
S05029-B12,S05029,ZOBBR,S,COMINES,,
S05030-B02,S05030,ZOBBR,S,QUIEVRAIN,,
S05030-B03,S05030,ZOBBR,S,QUIEVRAIN,,
S05030-B04,S05030,ZOBBR,S,QUIEVRAIN,,
S05031-B02,S05031,ZOBBR,S,HONNELLES,,
S05131-B01,S05131,ZOBBR,S,BRUNEHAUT,,
S05131-B02,S05131,ZOBBR,S,BRUNEHAUT,,
S05131-B03,S05131,ZOBBR,S,BRUNEHAUT,,
S05131-B04,S05131,ZOBBR,S,BRUNEHAUT,,
S05131-B05,S05131,ZOBBR,S,BRUNEHAUT,,
S05132-B01,S05132,ZOBBR,S,CELLES,,
S05132-B02,S05132,ZOBBR,S,CELLES,,
S05132-B03,S05132,ZOBBR,S,CELLES,,
S05132-B04,S05132,ZOBBR,S,CELLES,,
S05132-B05,S05132,ZOBBR,S,CELLES,,
S05132-B06,S05132,ZOBBR,S,CELLES,,
S05132-B07,S05132,ZOBBR,S,CELLES,,
S05133-B01,S05133,ZOBBR,S,CHIEVRES,,
S05134-B01,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B02,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B03,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B04,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B05,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B06,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B07,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B08,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B09,S05134,ZOBBR,S,COLFONTAINE,,
S05134-B10,S05134,ZOBBR,S,COLFONTAINE,,
S05135-B01,S05135,ZOBBR,S,JURBISE,,
S05135-B02,S05135,ZOBBR,S,JURBISE,,
S05135-B03,S05135,ZOBBR,S,JURBISE,,
S05135-B04,S05135,ZOBBR,S,JURBISE,,
S05137-B01,S05137,ZOBBR,S,ESTAIMPUIS,,
S05137-B02,S05137,ZOBBR,S,ESTAIMPUIS,,
S05137-B03,S05137,ZOBBR,S,ESTAIMPUIS,,
S05137-B04,S05137,ZOBBR,S,ESTAIMPUIS,,
S05137-B05,S05137,ZOBBR,S,ESTAIMPUIS,,
S05138-B01,S05138,ZOBBR,S,ESTINNES,,
S05138-B02,S05138,ZOBBR,S,ESTINNES,,
S05138-B03,S05138,ZOBBR,S,ESTINNES,,
S05138-B04,S05138,ZOBBR,S,ESTINNES,,
